0,1
121.11203,14.7019
121.112,14.70191
121.11178,14.70184
121.1116,14.70178
121.11146,14.70173
121.11144,14.70172
121.11134,14.69693
121.11098,14.69721
121.11066,14.69746
121.11033,14.69772
121.1103,14.69775
121.11029,14.69779
121.11138,14.70081
121.11139,14.70083
121.11155,14.70096
121.11172,14.70111
121.11189,14.70126
121.11208,14.70142
121.11123,14.69878
121.11118,14.69881
121.11099,14.69893
121.11173,14.70017
121.11138,14.70078
121.11234,14.70158
121.11228,14.70158
121.11224,14.70157
121.11221,14.70156
121.11219,14.70154
121.11218,14.7015
121.11205,14.70099
121.11197,14.7007
121.11193,14.70055
121.11189,14.7004
121.11177,14.7001
121.11133,14.69928
121.11182,14.69895
121.11205,14.69877
121.11105,14.69856
121.11146,14.6973
121.11126,14.69745
121.11062,14.69802
121.11063,14.69809
121.11077,14.69824
121.11093,14.69839
121.11098,14.69845
121.11043,14.69712
121.10978,14.69613
121.10964,14.69593
121.1096,14.69585
121.1095,14.6957
121.10937,14.69548
121.10923,14.69526
121.10917,14.69517
121.1091,14.69506
121.10905,14.69498
121.10883,14.69463
121.10868,14.69444
121.10853,14.69424
121.11185,14.70045
121.11202,14.70104
121.11169,14.70164
121.11166,14.69753
121.1116,14.69746
121.11145,14.6976
121.11143,14.69762
121.11066,14.69456
121.11041,14.69489
121.11015,14.69523
121.10991,14.69555
121.10976,14.69577
121.11065,14.69416
121.11008,14.69492
121.10978,14.69532
121.10961,14.69555
121.1096,14.69558
121.10959,14.6956
121.111,14.69638
121.111,14.69632
121.111,14.69614
121.11097,14.69604
121.11088,14.69577
121.11071,14.6951
121.1107,14.69507
121.1107,14.69504
121.1107,14.69494
121.11126,14.69681
121.11109,14.69652
121.11033,14.6954
121.11088,14.69705
121.11053,14.69649
121.11042,14.69633
121.11025,14.69607
121.11016,14.69594
121.11005,14.69578
121.11241,14.70158
121.11244,14.70159
121.11246,14.7016
121.11248,14.70163
121.1126,14.70209
121.11266,14.70228
121.1127,14.70245
121.11276,14.70265
121.11281,14.70283
121.11284,14.70296
121.11289,14.70314
121.11292,14.70325
121.11297,14.70348
121.11299,14.70364
121.113,14.7037
121.113,14.70389
121.113,14.70394
121.11299,14.70398
121.11297,14.70402
121.11282,14.70437
121.11359,14.70191
121.11353,14.70187
121.11355,14.70185
121.11357,14.7018
121.11357,14.70176
121.11316,14.70232
121.11275,14.70244
121.10982,14.69955
121.10984,14.69955
121.11045,14.69941
121.1107,14.69936
121.1109,14.6993
121.11098,14.69927
121.11105,14.69924
121.11315,14.70196
121.11314,14.7018
121.11312,14.7015
121.1131,14.70136
121.11042,14.69932
121.1104,14.69925
121.11038,14.69921
121.11036,14.6992
121.11371,14.70174
121.11376,14.70174
121.11396,14.70171
121.11417,14.70168
121.11434,14.70166
121.11436,14.70164
121.11437,14.70162
121.11377,14.70303
121.11366,14.70306
121.1119,14.69855
121.11191,14.69856
121.11229,14.69917
121.1124,14.69936
121.1124,14.69938
121.1124,14.6994
121.1108,14.69883
121.11068,14.69893
121.11053,14.69905
121.11145,14.69981
121.11139,14.6997
121.1112,14.69938
121.11111,14.69921
121.11096,14.69895
121.11086,14.69879
121.11081,14.69874
121.11076,14.6987
121.11069,14.69865
121.11049,14.69853
121.11036,14.69846
121.11031,14.69843
121.11026,14.69841
121.11381,14.70224
121.11372,14.7023
121.11358,14.70238
121.11347,14.70245
121.11341,14.70247
121.11334,14.7025
121.11414,14.70183
121.1141,14.70211
121.11419,14.70225
121.11419,14.70232
121.11419,14.70238
121.11416,14.70243
121.11385,14.70282
121.11027,14.69783
121.11019,14.69801
121.11014,14.69808
121.11008,14.69814
121.11002,14.69817
121.10997,14.69818
121.10933,14.69826
121.10929,14.69831
121.10917,14.69848
121.1091,14.69859
121.109,14.69871
121.10889,14.69881
121.10878,14.69886
121.10864,14.69891
121.10846,14.69894
121.10788,14.69897
121.10771,14.69898
121.10767,14.69897
121.10765,14.69896
121.10764,14.69894
121.1131,14.70217
121.1127,14.70227
121.11367,14.70216
121.11388,14.70214
121.11453,14.70205
121.11534,14.70194
121.11002,14.6974
121.11194,14.70076
121.11249,14.70158
121.11245,14.70138
121.11277,14.70158
121.1115,14.69955
121.11149,14.69954
121.11136,14.69933
121.1112,14.69907
121.1112,14.69906
121.11112,14.69943
121.11111,14.69947
121.11109,14.69951
121.11109,14.69954
121.11114,14.69966
121.11114,14.69969
121.11113,14.6997
121.1107,14.69999
121.11067,14.70002
121.11065,14.70006
121.11054,14.70043
121.11053,14.70046
121.11051,14.70046
121.11433,14.70123
121.11447,14.70121
121.11464,14.7012
121.11477,14.70119
121.11488,14.70117
121.11493,14.70116
121.11499,14.70113
121.11533,14.70096
121.11546,14.70091
121.11422,14.70301
121.11423,14.70302
121.11418,14.70316
121.11418,14.70317
121.11474,14.7032
121.11374,14.70521
121.11368,14.70509
121.11363,14.70501
121.11356,14.70493
121.11348,14.70485
121.11339,14.70476
121.11323,14.70461
121.11316,14.70456
121.1131,14.70452
121.11285,14.70451
121.11285,14.70444
121.11286,14.70439
121.11285,14.70461
121.10957,14.69757
121.10917,14.69696
121.11012,14.69903
121.11012,14.69901
121.11017,14.69885
121.11025,14.69867
121.11033,14.69852
121.11158,14.69778
121.10945,14.69656
121.11181,14.69801
121.11197,14.69821
121.11152,14.69853
121.1114,14.69865
121.11198,14.69922
121.11237,14.69941
121.11235,14.69942
121.11154,14.69955
121.11152,14.69955
121.11144,14.69933
121.11131,14.69933
121.11123,14.69937
121.11121,14.69904
121.11188,14.69856
121.11357,14.70174
121.11353,14.70152
121.11346,14.70093
121.11341,14.70073
121.11342,14.70056
121.11274,14.7004
121.11271,14.7002
121.1123,14.70065
121.1124,14.70065
121.11229,14.70067
121.11226,14.70067
121.11222,14.70068
121.11239,14.70095
121.11235,14.7007
121.1123,14.7007
121.11219,14.7006
121.11228,14.70098
121.11343,14.7026
121.1133,14.70245
121.11328,14.70241
121.11325,14.70236
121.11321,14.70233
121.11242,14.70071
121.11232,14.70029
121.11216,14.70049
121.11212,14.70035
